insertion,ENCFF469GFN.bam,2022-10-02 18:41:26.370110352,2022-10-02 18:43:20.635250352,1.9044190287590026,1
insertion,ENCFF469GFN.bam,2022-10-02 18:42:30.805552330,2022-10-02 18:44:29.124742363,1.9680855512619018,2
insertion,ENCFF469GFN.bam,2022-10-02 18:44:29.560258381,2022-10-02 18:46:27.419336955,1.9585108160972595,3
insertion,ENCFF469GFN.bam,2022-10-02 18:46:27.872461459,2022-10-02 18:48:47.870063809,2.3280736605326333,4
insertion,ENCFF469GFN.bam,2022-10-02 18:48:48.423441951,2022-10-02 18:51:14.131257548,2.4230655789375306,5
insertion,ENCFF469GFN.bam,2022-10-02 18:51:14.571001126,2022-10-02 18:53:13.258701357,1.9733484586079915,6
insertion,ENCFF469GFN.bam,2022-10-02 18:53:13.665461385,2022-10-02 18:55:41.268372531,2.455196742216746,7
insertion,ENCFF469GFN.bam,2022-10-02 18:55:42.773012419,2022-10-02 18:58:08.487419999,2.4240123510360716,8
insertion,ENCFF469GFN.bam,2022-10-02 18:58:08.940832333,2022-10-02 19:00:36.729746570,2.4586252689361574,9
insertion,ENCFF469GFN.bam,2022-10-02 19:00:37.159880794,2022-10-02 19:03:14.960524293,2.625397590796153,10
insertion,ENCFF469GFN.bam,2022-10-02 19:03:15.385397331,2022-10-02 19:05:43.315552928,2.460872813065847,11
insertion,ENCFF469GFN.bam,2022-10-02 19:05:43.812994673,2022-10-02 19:08:16.925506929,2.5466296474138894,12
insertion,ENCFF469GFN.bam,2022-10-02 19:08:17.357560364,2022-10-02 19:10:40.529242482,2.381701374053955,13
insertion,ENCFF469GFN.bam,2022-10-02 19:10:40.959960761,2022-10-02 19:13:07.789876215,2.442479662100474,14
insertion,ENCFF469GFN.bam,2022-10-02 19:13:08.208955986,2022-10-02 19:16:00.781558960,2.8709405779838564,15
insertion,ENCFF469GFN.bam,2022-10-02 19:16:01.280351748,2022-10-02 19:18:41.671277911,2.6682549913724265,16
insertion,ENCFF469GFN.bam,2022-10-02 19:18:44.128489109,2022-10-02 19:21:15.491393245,2.51791691382726,17
insertion,ENCFF469GFN.bam,2022-10-02 19:21:15.923346846,2022-10-02 19:23:36.529659511,2.3388060450553896,18
insertion,ENCFF469GFN.bam,2022-10-02 19:23:36.970001389,2022-10-02 19:26:03.726662088,2.440781549612681,19
insertion,ENCFF469GFN.bam,2022-10-02 19:26:04.156575194,2022-10-02 19:28:34.099972096,2.4937472422917684,20
insertion,ENCFF469GFN.bam,2022-10-02 19:28:34.545295994,2022-10-02 19:31:02.323596621,2.4579642176628114,21
insertion,ENCFF469GFN.bam,2022-10-02 19:31:02.806473084,2022-10-02 19:33:28.567863912,2.4242785374323526,22
insertion,ENCFF469GFN.bam,2022-10-02 19:33:29.044039678,2022-10-02 19:35:43.157991528,2.230327272415161,23
insertion,ENCFF469GFN.bam,2022-10-02 19:35:44.614194759,2022-10-02 19:37:57.777581215,2.2147385040918985,24
insertion,ENCFF469GFN.bam,2022-10-02 19:37:58.232811425,2022-10-02 19:40:15.644724144,2.284820560614268,25
insertion,ENCFF469GFN.bam,2022-10-02 19:40:16.083367693,2022-10-02 19:42:36.912930577,2.342408247788747,26
insertion,ENCFF469GFN.bam,2022-10-02 19:42:37.389765075,2022-10-02 19:45:09.720506231,2.5338735858599346,27
insertion,ENCFF469GFN.bam,2022-10-02 19:45:10.145999115,2022-10-02 19:47:47.722057185,2.6203887542088826,28
insertion,ENCFF469GFN.bam,2022-10-02 19:47:51.904950182,2022-10-02 19:50:33.395620642,2.6867729663848876,29
insertion,ENCFF469GFN.bam,2022-10-02 19:50:33.871020789,2022-10-02 19:53:02.961171428,2.4799928267796836,30
